Uganda	38.728	6.852	6.922	7.443	7.708	9.497	11.007	12.325	15.2	18.188	18.579	20.212	21.108	24.62	25.573	27.616	24.943	26.631
Ukraine	42.831	32.331	39.309	43.956	52.01	67.226	89.282	111.885	148.734	188.24	121.552	136.011	163.161	175.707	179.572	130.66	90.138	93.812
United Arab Emirates	9.302	103.893	103.312	109.816	124.346	147.824	180.617	222.117	257.916	315.475	253.547	286.049	347.454	373.43	387.192	399.451	339.085	356.219
United Kingdom	64.511	1548.752	1529.324	1674.459	1944.081	2298.314	2412.348	2582.974	2963.43	2785.922	2310.674	2407.351	2593.452	2623.825	2678.384	2950.039	2864.903	3054.84
United States	319.075	10284.75	10621.825	10977.525	11510.675	12274.925	13093.7	13855.9	14477.625	14718.575	14418.725	14964.4	15517.925	16155.25	16663.15	17348.075	17968.195	18697.922
Uruguay	3.404	22.832	20.907	13.632	12.067	13.708	17.398	19.62	23.461	30.366	31.661	40.285	47.962	51.385	57.525	57.471	54.968	57.151
Uzbekistan	30.604	13.717	11.632	9.657	10.129	12.001	14.31	17.027	22.307	28.605	33.461	38.963	45.421	51.185	57.17	62.613	65.953	68.699
Vanuatu	0.263	0.272	0.258	0.263	0.314	0.365	0.395	0.439	0.526	0.608	0.61	0.701	0.792	0.782	0.802	0.822	0.771	0.832
Venezuela	30.457	117.676	123.156	95.572	83.67	112.189	143.326	177.722	221.274	291.559	235.057	271.961	297.637	298.38	218.433	206.252	131.855	133.534
Vietnam	90.63	31.176	32.524	35.097	39.563	49.52	57.648	66.393	77.52	98.269	101.634	112.771	134.598	155.565	170.565	185.897	198.805	214.75
Yemen	27.46	9.679	9.853	10.693	11.778	13.868	16.732	19.063	21.651	26.911	25.13	30.907	32.726	35.401	40.415	43.229	34.929	41.884
Zambia	15.021	3.601	4.094	4.194	4.902	6.221	8.332	12.757	14.057	17.911	15.328	20.265	23.732	24.94	26.831	26.611	24.466	25.158
Zimbabwe	13.261	9.891	9.745	9.288	8.189	8.135	7.753	7.176	6.939	5.944	8.157	9.445	10.956	12.472	13.49	13.833	13.905	14.292
